ratio,jaccard,tfidf,embedding
0.05,0.8762886597938144,0.9999999999999996,0.9789133
0.1,0.7333333333333333,0.9836038454136,0.94688106
0.15,0.6106194690265486,0.9612669119318729,0.94428766
0.2,0.7333333333333333,0.961266911931873,0.9688823
0.25,0.6106194690265486,0.94707892607878,0.9679756
0.05,0.8787878787878788,0.9999999999999951,0.99035126
0.1,0.8235294117647058,0.9928938580460062,0.9842943
0.15,0.8979591836734694,0.9928938580460062,0.9889516
0.2,0.87,0.9841443894421771,0.9964529
0.25,0.7064220183486238,0.9734687084394997,0.981169
0.05,0.7280701754385965,0.9731083833062085,0.9900219
0.1,0.7657657657657657,0.9825952287349258,0.98087674
0.15,0.9215686274509803,1.0000000000000007,0.9949623
0.2,0.6810344827586207,0.9685333059687095,0.9348835
0.25,0.6065573770491803,0.9637357467732395,0.93888056
0.05,0.8431372549019608,0.9790784689840938,0.9811195
0.1,0.7247706422018348,0.9807466830553343,0.99083185
0.15,0.7830188679245284,0.987666925498026,0.9722393
0.2,0.6293103448275862,0.9600496089939938,0.9630016
0.25,0.7830188679245284,0.9843671620188706,0.9840851
0.05,0.8769230769230769,1.0000000000000004,0.96643734
0.1,0.7941176470588235,0.9780458474287722,0.96475905
0.15,0.9365079365079365,1.0000000000000004,0.9771957
0.2,0.6712328767123288,0.914949239234059,0.9861796
0.25,0.6944444444444444,0.9398820561680112,0.9532209
0.05,0.8675496688741722,1.000000000000001,0.9772449
0.1,0.7961783439490446,0.9959269430029133,0.977537
0.15,0.6804733727810651,0.9767817345907305,0.9673347
0.2,0.7195121951219512,0.9797972338598363,0.9649933
0.25,0.6904761904761905,0.9772160606140302,0.9723032
0.05,0.7108433734939759,0.9898947240647717,0.9413103
0.1,0.7005988023952096,0.9872686063833517,0.9605173
0.15,0.7168674698795181,0.9892485649148273,0.96156013
0.2,0.5888888888888889,0.9734262875261617,0.9579425
0.25,0.5777777777777777,0.9722326668934741,0.95449424
0.05,0.7486631016042781,0.9787739280420473,0.9613749
0.1,0.7248677248677249,0.9707281273539877,0.9750971
0.15,0.676923076923077,0.9679163944264624,0.9511702
0.2,0.5817307692307693,0.9454033386745676,0.94228053
0.25,0.5137614678899083,0.9288774669634934,0.8700422
0.05,0.8734177215189873,1.0000000000000033,0.9439959
0.1,0.7325581395348837,0.9721203342389154,0.9534944
0.15,0.6931818181818182,0.951055599093564,0.94563425
0.2,0.7411764705882353,0.9857625584565503,0.9607203
0.25,0.6818181818181818,0.9778445056509356,0.8576745
0.05,0.8153846153846154,0.9881699162119569,0.9853657
0.1,0.7555555555555555,0.9807859877399365,0.9876573
0.15,0.7611940298507462,0.9850371330777373,0.9820298
0.2,0.7,0.9614732605331024,0.9667424
0.25,0.5838926174496645,0.9490408209533322,0.9726558
0.05,0.88,0.9929352298973232,0.98922443
0.1,0.7980769230769231,0.9871574581965996,0.9814141
0.15,0.7904761904761904,0.9813784850816778,0.98191935
0.2,0.7,0.974403261249939,0.9485773
0.25,0.7476635514018691,0.9790042737582231,0.9923687
0.05,0.7916666666666666,0.9817797540293031,0.9782499
0.1,0.6589147286821705,0.9634943001682166,0.9807345
0.15,0.6287878787878788,0.9563593919761895,0.9885648
